Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents,Publication Year
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2013
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2013
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2013
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2013
12,"service, year, health, child, care, study, programme, control, early, life",,,2013
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2013
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2013
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2013
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2013
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2013
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2013
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2013
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2013
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2013
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2013
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2013
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2013
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2013
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2013
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2013
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2013
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2013
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2013
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2013
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2013
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2013
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2013
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2013
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2013
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2013
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2013
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2013
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2013
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2013
12,"service, year, health, child, care, study, programme, control, early, life",,,2013
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2013
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2013
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2013
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2013
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2013
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2013
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2013
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2013
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2013
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2013
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2013
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2013
